type,n,threshold,usec
random,51700,30,13778.6
random,51800,30,13884.4
random,51900,30,13876.4
random,52000,30,13584.8
random,52100,30,13800.2
random,52200,30,13837.4
random,52300,30,13764.4
random,52400,30,13703.4
random,52500,30,13796.6
random,52600,30,13948.8
random,52700,30,13998.8
random,52800,30,14038.6
random,52900,30,14065.6
random,53000,30,14025
random,53100,30,13912.8
random,53200,30,14048
random,53300,30,14142.6
random,53400,30,14257
random,53500,30,14203.2
random,53600,30,14203.8
random,53700,30,14222
random,53800,30,14818.4
random,53900,30,14919.4
random,54000,30,14477.8
random,54100,30,14334
random,54200,30,14350.8
random,54300,30,14777
random,54400,30,14747.2
random,54500,30,14863.2
random,54600,30,14849.4
random,54700,30,14827.6
random,54800,30,14923.8
random,54900,30,14860.2
random,55000,30,17329.4
random,55100,30,15540.6
random,55200,30,15135.4
random,55300,30,15095
random,55400,30,14953.2
random,55500,30,14892.4
random,55600,30,14967.4
random,55700,30,14908.4
random,55800,30,14965.2
random,55900,30,15034
random,56000,30,14963
random,56100,30,14972.6
random,56200,30,14964.4
random,56300,30,15114.8
random,56400,30,15316.6
random,56500,30,15351.8
random,56600,30,15338
random,56700,30,15231.8
random,56800,30,15245
random,56900,30,15267.2
random,57000,30,15353.4
random,57100,30,15224.4
random,57200,30,15173.8
random,57300,30,15196.8
random,57400,30,15271.6
random,57500,30,15309.2
random,57600,30,15458.2
random,57700,30,15356.8
random,57800,30,15357.8
random,57900,30,15402
random,58000,30,15466.8
random,58100,30,15459.2
random,58200,30,15470.6
random,58300,30,15495.8
random,58400,30,15551.8
random,58500,30,15576.2
random,58600,30,15686.2
random,58700,30,15781.8
random,58800,30,15812.4
random,58900,30,15825.4
random,59000,30,15840.2
random,59100,30,15902
random,59200,30,16001.2
random,59300,30,16080.2
random,59400,30,16071.2
random,59500,30,16115
random,59600,30,16156.4
random,59700,30,16177.4
random,59800,30,16319
random,59900,30,16021.4
random,60000,30,16089
random,60100,30,16047
random,60200,30,16143.4
random,60300,30,16301.8
random,60400,30,16529.4
random,60500,30,16492.4
random,60600,30,16377.6
random,60700,30,16367.8
random,60800,30,16409.4
random,60900,30,16690.4
random,61000,30,16498.2
random,61100,30,16430
random,61200,30,16440.4
random,61300,30,16457.2
random,61400,30,16488.2
random,61500,30,16508
random,61600,30,16569
random,61700,30,16595
random,61800,30,16626
random,61900,30,16601.6
random,62000,30,16644.8
random,62100,30,16608.2
random,62200,30,17003.8
random,62300,30,16850.2
random,62400,30,17138.2
random,62500,30,17964.4
random,62600,30,17005.6
random,62700,30,16679.8
random,62800,30,16672
random,62900,30,16805.6
random,63000,30,16699.4
random,63100,30,16700.6
random,63200,30,16696.6
random,63300,30,16785.2
random,63400,30,16727.2
random,63500,30,17026
random,63600,30,16735
random,63700,30,16891.2
random,63800,30,17003
random,63900,30,16926
random,64000,30,16858.4
random,64100,30,17027.2
random,64200,30,17242.8
random,64300,30,17129.4
random,64400,30,16987.6
random,64500,30,17006
random,64600,30,17072
random,64700,30,17807.2
random,64800,30,17255.6
random,64900,30,17140.2
random,65000,30,17333
random,65100,30,17212
random,65200,30,17274.4
random,65300,30,17700.8
random,65400,30,17838.2
random,65500,30,17732.4
random,65600,30,17800
random,65700,30,17742
random,65800,30,17711.6
random,65900,30,17586.4
random,66000,30,17467
random,66100,30,17573.6
random,66200,30,17669.6
random,66300,30,17574
random,66400,30,17653.6
random,66500,30,17603
random,66600,30,17646
random,66700,30,17676
random,66800,30,17734.4
random,66900,30,17738.2
random,67000,30,17771.8
random,67100,30,17847.4
random,67200,30,19123.8
random,67300,30,18304.2
random,67400,30,17912.6
random,67500,30,19981.6
random,67600,30,19902.8
random,67700,30,18553
random,67800,30,18384
random,67900,30,18539
random,68000,30,18328.6
random,68100,30,18402
random,68200,30,18404
random,68300,30,18473.4
random,68400,30,18293.4
random,68500,30,18272.2
random,68600,30,18173.4
random,68700,30,18233.2
random,68800,30,18199.8
random,68900,30,18511.2
random,69000,30,18359.8
random,69100,30,18315.8
random,69200,30,18490.6
random,69300,30,18355.2
random,69400,30,18391.6
random,69500,30,18625
random,69600,30,18441
random,69700,30,18722
random,69800,30,18510.4
random,69900,30,18524
random,70000,30,18664.8
random,70100,30,18579.6
random,70200,30,18735.6
random,70300,30,18628.2
random,70400,30,18899
random,70500,30,18690.6
random,70600,30,18701.8
random,70700,30,18917.8
random,70800,30,18767.8
random,70900,30,18934.8
random,71000,30,18832.2
random,71100,30,18854.4
random,71200,30,19053.4
random,71300,30,18917
random,71400,30,19095
random,71500,30,18976.4
random,71600,30,19128.8
random,71700,30,19030.2
random,71800,30,19076.6
random,71900,30,19406.6
random,72000,30,19196.2
random,72100,30,19190
random,72200,30,19251.4
random,72300,30,19868.6
random,72400,30,21447.6
random,72500,30,20327.6
random,72600,30,22101.2
random,72700,30,21876
random,72800,30,19521.8
random,72900,30,19426
random,73000,30,19449
random,73100,30,19507.2
random,73200,30,21142
random,73300,30,20407
random,73400,30,19692.2
random,73500,30,19605.6
random,73600,30,19617.8
random,73700,30,19690.4
random,73800,30,19796.8
random,73900,30,19760.2
random,74000,30,19811.2
random,74100,30,19770.8
random,74200,30,19834
random,74300,30,19842.4
random,74400,30,19859.8
random,74500,30,19945.6
random,74600,30,19924.4
random,74700,30,20027.8
random,74800,30,20044.8
random,74900,30,19990.4
random,75000,30,20088
random,75100,30,20171.4
random,75200,30,20143.4
random,75300,30,20272.6
random,75400,30,20277.6
random,75500,30,20336.6
random,75600,30,20280.2
random,75700,30,20243.6
random,75800,30,20285.4
random,75900,30,20298.4
random,76000,30,20371.2
random,76100,30,20411
random,76200,30,20388.6
random,76300,30,20476.6
random,76400,30,20538.6
random,76500,30,20453
random,76600,30,20568.6
random,76700,30,20576.6
random,76800,30,20498.8
random,76900,30,20611.6
random,77000,30,20620
random,77100,30,20695.2
random,77200,30,20623
random,77300,30,20657
random,77400,30,20687.6
random,77500,30,20715.2
random,77600,30,20816.8
random,77700,30,20906.6
random,77800,30,20859.8
random,77900,30,20981.4
random,78000,30,20889.8
random,78100,30,21020.6
random,78200,30,20941.2
random,78300,30,21060.6
random,78400,30,21039.4
random,78500,30,21010.8
random,78600,30,21139
random,78700,30,21120.6
random,78800,30,21145.4
random,78900,30,21214.6
random,79000,30,21223.4
random,79100,30,21251.6
random,79200,30,21220
random,79300,30,21345.8
random,79400,30,21274.2
random,79500,30,21338
random,79600,30,21349.2
random,79700,30,21367.8
random,79800,30,21369
random,79900,30,21428
random,80000,30,21461.2
random,80100,30,21490.2
random,80200,30,21517.4
random,80300,30,21546.4
random,80400,30,21579.4
random,80500,30,21604.4
random,80600,30,21634.6
random,80700,30,21625
random,80800,30,21682.8
random,80900,30,21704.8
random,81000,30,21761.6
random,81100,30,21774.8
random,81200,30,21804.8
random,81300,30,21825
random,81400,30,21848.4
random,81500,30,21905
random,81600,30,21891.8
random,81700,30,21939.4
random,81800,30,21974.4
random,81900,30,21998
random,82000,30,22092.8
random,82100,30,22120.2
random,82200,30,22210.2
random,82300,30,22225.2
random,82400,30,22226
random,82500,30,22213.8
random,82600,30,22236
random,82700,30,22255.8
random,82800,30,22288.8
random,82900,30,22318.2
random,83000,30,22372.4
random,83100,30,22358
random,83200,30,22447.6
random,83300,30,22566.2
random,83400,30,22519.6
random,83500,30,22554.2
random,83600,30,22626.2
random,83700,30,22740.6
random,83800,30,22575.2
random,83900,30,22608
random,84000,30,22621
random,84100,30,22689
random,84200,30,22699.8
random,84300,30,22739.8
random,84400,30,22777.2
random,84500,30,22816.2
random,84600,30,22866
random,84700,30,22866.8
random,84800,30,22910.4
random,84900,30,22915.4
random,85000,30,22974.8
random,85100,30,22973
random,85200,30,22999.2
random,85300,30,23027.6
random,85400,30,23066.8
random,85500,30,23079.6
random,85600,30,23091.4
random,85700,30,23132.4
random,85800,30,23177.4
random,85900,30,23216.2
random,86000,30,23263.4
random,86100,30,23309.8
random,86200,30,23305.8
random,86300,30,23485.8
random,86400,30,24684.2
random,86500,30,23655.2
random,86600,30,23464.8
random,86700,30,23464
random,86800,30,23492.8
random,86900,30,23545.6
random,87000,30,25122
random,87100,30,24349.2
random,87200,30,23785.6
random,87300,30,23616.2
random,87400,30,23655.6
random,87500,30,23687.4
random,87600,30,23723.4
random,87700,30,23751.2
random,87800,30,23768.4
random,87900,30,23799.4
random,88000,30,23819.6
random,88100,30,23872.8
random,88200,30,23898
random,88300,30,23889.4
random,88400,30,23952.6
random,88500,30,23991.2
random,88600,30,24721.6
random,88700,30,25427.6
random,88800,30,24384.2
random,88900,30,24153.6
random,89000,30,24191
random,89100,30,24182.8
random,89200,30,24230.2
random,89300,30,24339.2
random,89400,30,24299
random,89500,30,24407.4
random,89600,30,24437.4
random,89700,30,25005.4
random,89800,30,26258.2
random,89900,30,24845.2
random,90000,30,25680.6
random,90100,30,25822
random,90200,30,25373.8
random,90300,30,25348.8
random,90400,30,25220
random,90500,30,25200.2
random,90600,30,26251.4
random,90700,30,25657
random,90800,30,26205
random,90900,30,25301.6
random,91000,30,24860.6
random,91100,30,24866
random,91200,30,24895
random,91300,30,24877.2
random,91400,30,24908.6
random,91500,30,24929.4
random,91600,30,24991
random,91700,30,25101
random,91800,30,25148.6
random,91900,30,25073.2
random,92000,30,25134.4
random,92100,30,25164.4
random,92200,30,25217
random,92300,30,25276.6
random,92400,30,25263
random,92500,30,26268.4
random,92600,30,28148.4
random,92700,30,25621
random,92800,30,25628.6
random,92900,30,25518.2
random,93000,30,25531
random,93100,30,25535.6
random,93200,30,25574.2
random,93300,30,25574
random,93400,30,25621.4
random,93500,30,25614.4
random,93600,30,25613.2
random,93700,30,25681.8
random,93800,30,25706
random,93900,30,25654
random,94000,30,25675.2
random,94100,30,25746.8
random,94200,30,25884.8
random,94300,30,25906.6
random,94400,30,25907.8
random,94500,30,25954
random,94600,30,26231
random,94700,30,25887.8
random,94800,30,25934.6
random,94900,30,26162
random,95000,30,28351.4
random,95100,30,26830.6
random,95200,30,26081.2
random,95300,30,26121.4
random,95400,30,26122
random,95500,30,26109.4
random,95600,30,26172.6
random,95700,30,26197.6
random,95800,30,28019.6
random,95900,30,27747.4
random,96000,30,27455.8
random,96100,30,28681.8
random,96200,30,27923.2
random,96300,30,27701
random,96400,30,26894.2
random,96500,30,28312.2
random,96600,30,27755
random,96700,30,26742
random,96800,30,26583
random,96900,30,26623.6
random,97000,30,26648
random,97100,30,27114.4
random,97200,30,28991.6
random,97300,30,28132.8
random,97400,30,27736.2
random,97500,30,26928.6
random,97600,30,27038.6
random,97700,30,26861.6
random,97800,30,26859.2
random,97900,30,26860.8
random,98000,30,26901.4
random,98100,30,28883.4
random,98200,30,28297.8
random,98300,30,28189.2
random,98400,30,28065.8
random,98500,30,27924.8
random,98600,30,27549.8
random,98700,30,27499.2
random,98800,30,28449.4
random,98900,30,28157
random,99000,30,28247.6
random,99100,30,27693.2
random,99200,30,28603.8
random,99300,30,29526.6
random,99400,30,29267.4
random,99500,30,29240.8
random,99600,30,29065.4
random,99700,30,28935.2
random,99800,30,27981.6
random,99900,30,29504.6
random,100000,30,29420
random,500,50,71
random,600,50,93.6
random,700,50,116
random,800,50,142.4
random,900,50,155.4
random,1000,50,164.6
random,1100,50,199.2
random,1200,50,237.6
random,1300,50,266.4
random,1400,50,284.2
random,1500,50,299.4
random,1600,50,346
random,1700,50,323.8
random,1800,50,331.6
random,1900,50,337
random,2000,50,375.8
random,2100,50,374
random,2200,50,401.2
random,2300,50,434.2
random,2400,50,468.4
random,2500,50,482.2
random,2600,50,519
random,2700,50,535.2
random,2800,50,568.8
random,2900,50,597.2
random,3000,50,635.2
random,3100,50,649
random,3200,50,682.4
random,3300,50,625.6
random,3400,50,660.6
random,3500,50,680.2
random,3600,50,692.4
random,3700,50,717.6
random,3800,50,746
random,3900,50,770.4
random,4000,50,812.4
random,4100,50,816.8
random,4200,50,854.2
random,4300,50,876.4
random,4400,50,905.8
random,4500,50,934.4
random,4600,50,956.2
random,4700,50,982.4
random,4800,50,1019.4
random,4900,50,1034.2
random,5000,50,1055.4
random,5100,50,1091.8
random,5200,50,1121.4
random,5300,50,1144.4
random,5400,50,1174.6
random,5500,50,1206.6
random,5600,50,1239.6
random,5700,50,1262.2
random,5800,50,1294
random,5900,50,1343.8
random,6000,50,1360.2
random,6100,50,1375
random,6200,50,1419.2
random,6300,50,1447.6
random,6400,50,1477.4
random,6500,50,1383.8
random,6600,50,1380.4
random,6700,50,1405.4
random,6800,50,1428.4
random,6900,50,1458.8
random,7000,50,1490.8
random,7100,50,1506.8
random,7200,50,1532
random,7300,50,1558
random,7400,50,1579.6
random,7500,50,1600.6
random,7600,50,1628.4
random,7700,50,1667.4
random,7800,50,1689.8
random,7900,50,1715.8
random,8000,50,1732.4
random,8100,50,1772.6
random,8200,50,1796.6
random,8300,50,1829
random,8400,50,1863.6
random,8500,50,1893.2
random,8600,50,1915.8
random,8700,50,1937.6
random,8800,50,1965
random,8900,50,1998.2
random,9000,50,2028.2
random,9100,50,2047.6
random,9200,50,2090.6
random,9300,50,2109.2
random,9400,50,2132.8
random,9500,50,2167
random,9600,50,2196
random,9700,50,2212.4
random,9800,50,2249.4
random,9900,50,2280.2
random,10000,50,2305.6
random,10100,50,2347.8
random,10200,50,2386.2
random,10300,50,2397.4
random,10400,50,2429
random,10500,50,2462.8
random,10600,50,2493.6
random,10700,50,2514.2
random,10800,50,2549.8
random,10900,50,2596.2
random,11000,50,2616.4
random,11100,50,2656
random,11200,50,2683.8
random,11300,50,2708.8
random,11400,50,2739
random,11500,50,2771.4
random,11600,50,2808.8
random,11700,50,2856.8
random,11800,50,2886
random,11900,50,2912.6
random,12000,50,2920.2
random,12100,50,2975
random,12200,50,2983.2
random,12300,50,3030.8
random,12400,50,3060.8
random,12500,50,3098
random,12600,50,3125
random,12700,50,3162.2
random,12800,50,3190.2
random,12900,50,3107.8
random,13000,50,3003.4
random,13100,50,2982.8
random,13200,50,3008.4
random,13300,50,3032.4
random,13400,50,3047.2
random,13500,50,3084
random,13600,50,3110.6
random,13700,50,3138.6
random,13800,50,3161.4
random,13900,50,3181.4
random,14000,50,3204.6
random,14100,50,3259.2
random,14200,50,3315.8
random,14300,50,3298
random,14400,50,3343.8
random,14500,50,3347
random,14600,50,3391.8
random,14700,50,3405.2
random,14800,50,3434.4
random,14900,50,3470.2
random,15000,50,3496.2
random,15100,50,3509.4
random,15200,50,3538
random,15300,50,3573.4
random,15400,50,3601.6
random,15500,50,3623.4
random,15600,50,3659.6
random,15700,50,3691.2
random,15800,50,3721.4
random,15900,50,3745.2
random,16000,50,3765
random,16100,50,3813.6
random,16200,50,3831.4
random,16300,50,3855
random,16400,50,3897.2
random,16500,50,3928.4
random,16600,50,3967.4
random,16700,50,3983.4
random,16800,50,4036.8
random,16900,50,4045.2
random,17000,50,4082.4
random,17100,50,4115.4
random,17200,50,4144.8
random,17300,50,4165.2
random,17400,50,4187
random,17500,50,4330.8
random,17600,50,4860
random,17700,50,4849
random,17800,50,4882.2
random,17900,50,4714.4
random,18000,50,4912
random,18100,50,4759.6
random,18200,50,4895.6
random,18300,50,4477.6
random,18400,50,4515.2
random,18500,50,4549.4
random,18600,50,4839.8
random,18700,50,4605
random,18800,50,4635.4
random,18900,50,4650.2
random,19000,50,4693.4
random,19100,50,4712.2
random,19200,50,4724.4
random,19300,50,4779.8
random,19400,50,4796.6
random,19500,50,4826
random,19600,50,4885
random,19700,50,4879.6
random,19800,50,4920.4
random,19900,50,4955.6
random,20000,50,5013
random,20100,50,5020.8
random,20200,50,5041.8
random,20300,50,5388.4
random,20400,50,5336
random,20500,50,5509.2
random,20600,50,5419.4
random,20700,50,5509.4
random,20800,50,5472.2
random,20900,50,5490.8
random,21000,50,5342.2
random,21100,50,5356.6
random,21200,50,5396.8
random,21300,50,5409
random,21400,50,5418.6
random,21500,50,5460.2
random,21600,50,5497
random,21700,50,5552.4
random,21800,50,5566
random,21900,50,5589
random,22000,50,5605.2
random,22100,50,5816.6
random,22200,50,6007.2
random,22300,50,6094.6
random,22400,50,6103.4
random,22500,50,6153
random,22600,50,6282.8
random,22700,50,6135.8
random,22800,50,6434.6
random,22900,50,6294
random,23000,50,6236.2
random,23100,50,6241
random,23200,50,6301.8
random,23300,50,6221.6
random,23400,50,6311.4
random,23500,50,6336.4
random,23600,50,6358.8
random,23700,50,6300.6
random,23800,50,6342.6
random,23900,50,6396.2
random,24000,50,6322.2
random,24100,50,6344.6
random,24200,50,6953.8
random,24300,50,6847.8
random,24400,50,6966.4
random,24500,50,7226.6
random,24600,50,7267.2
random,24700,50,6902
random,24800,50,6675.4
random,24900,50,6598
random,25000,50,6679.8
random,25100,50,6753.4
random,25200,50,6792.2
random,25300,50,6729.8
random,25400,50,6788.2
random,25500,50,6809.2
random,25600,50,6824.6
random,25700,50,6733.6
random,25800,50,6676.2
random,25900,50,6554.2
random,26000,50,6483.8
random,26100,50,6410.4
random,26200,50,6409.6
random,26300,50,6439.8
random,26400,50,6470.2
random,26500,50,6497.4
random,26600,50,6518.4
random,26700,50,6579.4
random,26800,50,6599.6
random,26900,50,6626.6
random,27000,50,6662.8
random,27100,50,6694.4
random,27200,50,6715.2
random,27300,50,6766.8
random,27400,50,6768.4
random,27500,50,6796.4
random,27600,50,6816.4
random,27700,50,6811.6
random,27800,50,6854.2
random,27900,50,6879.2
random,28000,50,6901
random,28100,50,6939.2
random,28200,50,6974.4
random,28300,50,6976.4
random,28400,50,7022.8
random,28500,50,7056
random,28600,50,7122.4
random,28700,50,7147.8
random,28800,50,7175.4
random,28900,50,7194.4
random,29000,50,7248.8
random,29100,50,7294.6
random,29200,50,7317
random,29300,50,7332.6
random,29400,50,7354.6
random,29500,50,7398.8
random,29600,50,7372
random,29700,50,7421.8
random,29800,50,7507.6
random,29900,50,7475.6
random,30000,50,7521
random,30100,50,7568.6
random,30200,50,7580.2
random,30300,50,7604.4
random,30400,50,7626.2
random,30500,50,7700
random,30600,50,7691.2
random,30700,50,7712.8
random,30800,50,7760.8
random,30900,50,7776
random,31000,50,7803.2
random,31100,50,8278.6
random,31200,50,8516.8
random,31300,50,8854.6
random,31400,50,8676.6
random,31500,50,8206.8
random,31600,50,8179.4
random,31700,50,8088.6
random,31800,50,8118.8
random,31900,50,8190.4
random,32000,50,8125.4
random,32100,50,8174.4
random,32200,50,8191.8
random,32300,50,8212.2
random,32400,50,8281
random,32500,50,8286.4
random,32600,50,8309.4
random,32700,50,8330.6
random,32800,50,8370.6
random,32900,50,8400.2
random,33000,50,8443
random,33100,50,8492.6
random,33200,50,8523.8
random,33300,50,8563.2
random,33400,50,8535.6
random,33500,50,8611
random,33600,50,8647.4
random,33700,50,8739.6
random,33800,50,8726.2
random,33900,50,8759
random,34000,50,8806.8
random,34100,50,8854.6
random,34200,50,8820.8
random,34300,50,8863.6
random,34400,50,8871.6
random,34500,50,8938.4
random,34600,50,8940.2
random,34700,50,8986.6
random,34800,50,9017.8
random,34900,50,9123.4
random,35000,50,9094.2
random,35100,50,9101.8
random,35200,50,9128.6
random,35300,50,9183.2
random,35400,50,9196.2
random,35500,50,9241.2
random,35600,50,9635.2
random,35700,50,10004.4
random,35800,50,11038.2
random,35900,50,10186.2
random,36000,50,9879.4
random,36100,50,9904.4
random,36200,50,9891.4
random,36300,50,9954.4
random,36400,50,9904.8
random,36500,50,9979
random,36600,50,9947.6
random,36700,50,9980.6
random,36800,50,9786.6
random,36900,50,9699.2
random,37000,50,9867.4
random,37100,50,9841.8
random,37200,50,9775
random,37300,50,9842.6
random,37400,50,9847.8
random,37500,50,9857
random,37600,50,9931.4
random,37700,50,10062
random,37800,50,10002.2
random,37900,50,10004.4
random,38000,50,10038.8
random,38100,50,10107.4
random,38200,50,10133.4
random,38300,50,10139.8
random,38400,50,10188
random,38500,50,10236
random,38600,50,10236.6
random,38700,50,10259.6
random,38800,50,10769.4
random,38900,50,10986.2
random,39000,50,11101.2
random,39100,50,11075.8
random,39200,50,10898.6
random,39300,50,10942
random,39400,50,10902.8
random,39500,50,11062.8
random,39600,50,11216.2
random,39700,50,11397.6
random,39800,50,11257.8
random,39900,50,11004.2
random,40000,50,10872
random,40100,50,10881.4
random,40200,50,10997.2
random,40300,50,10790
random,40400,50,10795.8
random,40500,50,10859.4
random,40600,50,10861.8
random,40700,50,10898.8
random,40800,50,10920
random,40900,50,10984
random,41000,50,11011.4
random,41100,50,11048
random,41200,50,11102.2
random,41300,50,11101.2
random,41400,50,11152
random,41500,50,11168.4
random,41600,50,11222.6
random,41700,50,11228.2
random,41800,50,11278
random,41900,50,11376.4
random,42000,50,11381.8
random,42100,50,11367
random,42200,50,11417.8
random,42300,50,11436.6
random,42400,50,11479.8
random,42500,50,11466.8
random,42600,50,11495.2
random,42700,50,11526.4
random,42800,50,11570.8
random,42900,50,11634
random,43000,50,11640.6
random,43100,50,11681.4
random,43200,50,11735.2
random,43300,50,11778
random,43400,50,11844.8
random,43500,50,11827.4
random,43600,50,11907.2
random,43700,50,11914.2
random,43800,50,11967.2
random,43900,50,11983
random,44000,50,12840.2
random,44100,50,13211
random,44200,50,13236.2
random,44300,50,13149.2
random,44400,50,12201.6
random,44500,50,12315.2
random,44600,50,12306
random,44700,50,12254.2
random,44800,50,12275.4
random,44900,50,12290.2
random,45000,50,12339.4
random,45100,50,12356.6
random,45200,50,12484
random,45300,50,12437.2
random,45400,50,12454.4
random,45500,50,12493.6
random,45600,50,12516.8
random,45700,50,12576
random,45800,50,12600.4
random,45900,50,12595.8
random,46000,50,12673.6
random,46100,50,12726.6
random,46200,50,12728.2
random,46300,50,12778
random,46400,50,12800.4
random,46500,50,12891.6
random,46600,50,12861.4
random,46700,50,12933.2
random,46800,50,12964
random,46900,50,13021.8
random,47000,50,13060.8
random,47100,50,13070.2
random,47200,50,13095.4
random,47300,50,13153.4
random,47400,50,13185.6
random,47500,50,13208.2
random,47600,50,13281
random,47700,50,13282.4
random,47800,50,13325.4
random,47900,50,13340.4
random,48000,50,13386.8
random,48100,50,13412.4
random,48200,50,13470.6
random,48300,50,13476
random,48400,50,13548.6
random,48500,50,13561.6
random,48600,50,13587.6
random,48700,50,13609.6
random,48800,50,13659
random,48900,50,13660.4
random,49000,50,13696.2
random,49100,50,13744
random,49200,50,13793.6
random,49300,50,13812.2
random,49400,50,13874
random,49500,50,13921.6
random,49600,50,13947
random,49700,50,13958
random,49800,50,14010.2
random,49900,50,14049.4
random,50000,50,14109.2
random,50100,50,14118.8
random,50200,50,14160.6
random,50300,50,14193.8
random,50400,50,14240.6
random,50500,50,14233.6
random,50600,50,14307.2
random,50700,50,14315.2
random,50800,50,14377
random,50900,50,14413
random,51000,50,14459.2
random,51100,50,14461.6
random,51200,50,14509
random,51300,50,14426.4
random,51400,50,14331
random,51500,50,14262.4
random,51600,50,14194.8
random,51700,50,14094.8
random,51800,50,14001.2
random,51900,50,13930.8
random,52000,50,13849.2
random,52100,50,13724
random,52200,50,13648.6
random,52300,50,13650.4
random,52400,50,13666
random,52500,50,13697.4
random,52600,50,13745.8
random,52700,50,13794.8
random,52800,50,13788.8
random,52900,50,13829.8
random,53000,50,13834.8
random,53100,50,13877.4
random,53200,50,13897.2
random,53300,50,13933.2
random,53400,50,14010.8
random,53500,50,13994.6
random,53600,50,14025.4
random,53700,50,14071
random,53800,50,14246.4
random,53900,50,14471
random,54000,50,14159
random,54100,50,14238.6
random,54200,50,14262.2
random,54300,50,14264.4
random,54400,50,14311.8
random,54500,50,14332.2
random,54600,50,14354.4
random,54700,50,14391.2
random,54800,50,14431.8
random,54900,50,14448.6
random,55000,50,14484.4
random,55100,50,14529.8
random,55200,50,14544
random,55300,50,14566
random,55400,50,14590
random,55500,50,14764.6
random,55600,50,14746.6
random,55700,50,14700
random,55800,50,14731.2
random,55900,50,14757
random,56000,50,14784
random,56100,50,14917
random,56200,50,14919.2
random,56300,50,14929.2
random,56400,50,14928
random,56500,50,14988.6
random,56600,50,14959
random,56700,50,15006.2
random,56800,50,15111.2
random,56900,50,15084.6
random,57000,50,15091.6
random,57100,50,15140.4
random,57200,50,15167.6
random,57300,50,15174.2
random,57400,50,15222.8
random,57500,50,15248.4
random,57600,50,15301.8
random,57700,50,15312.6
random,57800,50,15407.2
random,57900,50,15496.2
random,58000,50,15448.4
random,58100,50,15474
random,58200,50,15499.6
random,58300,50,15527.2
random,58400,50,15612.2
random,58500,50,15602
random,58600,50,15681
random,58700,50,15619
random,58800,50,15731.8
random,58900,50,15734.6
random,59000,50,15755.4
random,59100,50,15791.2
random,59200,50,15851.8
random,59300,50,15907.4
random,59400,50,15918.8
random,59500,50,16015
random,59600,50,15986.8
random,59700,50,16015.4
random,59800,50,15974.6
random,59900,50,15985.4
random,60000,50,16023.8
random,60100,50,16082.8
random,60200,50,16051
random,60300,50,16075.2
random,60400,50,16100.8
random,60500,50,16190.4
random,60600,50,16193.8
random,60700,50,16246.6
random,60800,50,16279.4
random,60900,50,16295.6
random,61000,50,16302.4
random,61100,50,16359.6
random,61200,50,16350.4
random,61300,50,16414.8
random,61400,50,16413.8
random,61500,50,16465.6
random,61600,50,17719
random,61700,50,18059
random,61800,50,17600.8
random,61900,50,17409.6
random,62000,50,17578.6
random,62100,50,17363.4
random,62200,50,17447.8
random,62300,50,17346.2
random,62400,50,17381.2
random,62500,50,17012.6
random,62600,50,16845
random,62700,50,16878.6
random,62800,50,16938.4
random,62900,50,16938.8
random,63000,50,16962.8
random,63100,50,16999.8
random,63200,50,17052.4
random,63300,50,17067.8
random,63400,50,17582
random,63500,50,17169
random,63600,50,17149.6
random,63700,50,17189
random,63800,50,17272.6
random,63900,50,17315.8
random,64000,50,17263.2
random,64100,50,17348.6
random,64200,50,17364.6
random,64300,50,17401.8
random,64400,50,17411.6
random,64500,50,18727.2
random,64600,50,17845
random,64700,50,17572
random,64800,50,17951.2
random,64900,50,18625
random,65000,50,18093.6
random,65100,50,17853.6
random,65200,50,18317.4
random,65300,50,17944.4
random,65400,50,17971
random,65500,50,17773.2
random,65600,50,17924.4
random,65700,50,17842.6
random,65800,50,18051.2
random,65900,50,18646.4
random,66000,50,18573.6
random,66100,50,18312.4
random,66200,50,18402.4
random,66300,50,18419.6
random,66400,50,18684.8
random,66500,50,18736.4
random,66600,50,18646.8
random,66700,50,18611.2
random,66800,50,18695.2
random,66900,50,18848.8
random,67000,50,18838.8
random,67100,50,18783.8
random,67200,50,19134.8
random,67300,50,19583.6
random,67400,50,19502.8
random,67500,50,18743
random,67600,50,18603.4
random,67700,50,18747.4
random,67800,50,18736
random,67900,50,18705.8
random,68000,50,18833.6
random,68100,50,19343.4
random,68200,50,19072.8
random,68300,50,18842.6
random,68400,50,19476.8
random,68500,50,19431.8
random,68600,50,19051
random,68700,50,19022
random,68800,50,19195.2
random,68900,50,19241.8
random,69000,50,19246.6
random,69100,50,19259.2
random,69200,50,19220
random,69300,50,19250.2
random,69400,50,19329.2
random,69500,50,19633
random,69600,50,19668
random,69700,50,19388
random,69800,50,19861.6
random,69900,50,20701.2
random,70000,50,19441.4
random,70100,50,19418.8
random,70200,50,19491.6
random,70300,50,19401.4
random,70400,50,19509.6
random,70500,50,19468.8
random,70600,50,19491.2
random,70700,50,19530.6
random,70800,50,19500
random,70900,50,19872.2
random,71000,50,19807.6
random,71100,50,19910.4
random,71200,50,19923
random,71300,50,20090.2
random,71400,50,20096
random,71500,50,19722.8
random,71600,50,19875.8
random,71700,50,20532.4
random,71800,50,20571.6
random,71900,50,20440.4
random,72000,50,21380
random,72100,50,20390.4
random,72200,50,20115.6
random,72300,50,20493.4
random,72400,50,20224.4
random,72500,50,20646
random,72600,50,21073.8
random,72700,50,20388.2
random,72800,50,20215.2
random,72900,50,20265.2
random,73000,50,20313
random,73100,50,20366.8
